gender,period,cat_age_map,gnr,nbcas,geo_unit_name,pop
2,1989,65+,6602,5,Anières,334
2,2004,20-64,6624,2,Gy,334
2,2019,65+,6639,4,Soral,334
2,2004,65+,6619,6,Corsier,335
2,2010,65+,6603,2,Avully,335
1,2010,0-19,6609,0,Cartigny,336
2,2007,0-19,6625,0,Hermance,339
1,2001,65+,6602,10,Anières,340
2,2004,0-19,6625,0,Hermance,340
1,1998,65+,6641,6,Troinex,341
1,2013,65+,6603,10,Avully,342
1,1989,65+,6642,5,Vandoeuvres,343
1,2019,65+,6626,11,Jussy,343
2,1998,65+,6632,3,Perly-Certoux,343
1,2016,65+,6615,4,Collex-Bossy,344
1,2019,65+,6614,10,Choulex,346
2,2004,20-64,6637,0,Russin,346
2,1998,0-19,6611,0,Chancy,347
2,2019,0-19,6639,0,Soral,347
1,2016,65+,6603,5,Avully,348
1,2007,20-64,6624,1,Gy,349
2,2016,65+,6604,6,Avusy,349
2,2016,65+,6614,5,Choulex,349
2,2019,0-19,6609,0,Cartigny,349
1,1995,0-19,6625,0,Hermance,350
1,2019,65+,6604,3,Avusy,350
2,2016,65+,6625,7,Hermance,351
1,2004,0-19,6601,0,Aire-la-Ville,352
2,2010,0-19,6625,0,Hermance,353
2,2010,65+,6626,6,Jussy,353
1,2001,65+,6641,14,Troinex,354
1,2001,65+,6632,5,Perly-Certoux,355
1,2019,65+,6603,7,Avully,355
1,2019,65+,6615,7,Collex-Bossy,355
2,2013,65+,6615,3,Collex-Bossy,355
2,1989,0-19,6626,0,Jussy,356
2,1998,65+,6629,5,Meinier,356
2,2001,20-64,6637,1,Russin,356
1,2001,65+,6622,14,Genthod,357
1,1992,0-19,6611,0,Chancy,358
1,2004,0-19,6614,0,Choulex,358
2,1989,0-19,6615,0,Collex-Bossy,358
2,1995,65+,6641,7,Troinex,358
2,2007,0-19,6614,0,Choulex,359
2,1995,20-64,6637,0,Russin,362
2,2007,20-64,6637,0,Russin,362
2,2019,65+,6604,6,Avusy,362
1,2019,0-19,6610,0,Céligny,363
1,2016,0-19,6609,0,Cartigny,364
1,2001,20-64,6637,2,Russin,365
1,2007,65+,6629,9,Meinier,365
2,2010,0-19,6614,0,Choulex,365
1,1995,0-19,6611,0,Chancy,366
1,2016,65+,6626,10,Jussy,367
2,2004,65+,6636,6,Puplinge,367
1,1992,65+,6642,7,Vandoeuvres,368
1,2007,65+,6619,7,Corsier,368
2,1989,20-64,6637,3,Russin,368
2,2001,0-19,6611,0,Chancy,368
2,2007,20-64,6624,0,Gy,368
1,2004,20-64,6637,2,Russin,369
1,2007,65+,6606,9,Bellevue,370
2,2001,0-19,6614,0,Choulex,370
1,1995,0-19,6614,0,Choulex,371
1,1995,20-64,6637,1,Russin,371
2,2001,65+,6629,6,Meinier,371
2,2019,65+,6625,9,Hermance,372
1,1998,0-19,6614,0,Choulex,375
2,1995,65+,6638,7,Satigny,375
2,1998,20-64,6637,1,Russin,375
2,2019,0-19,6614,0,Choulex,375
2,1995,0-19,6614,0,Choulex,376
1,2007,65+,6636,11,Puplinge,377
1,1992,65+,6618,4,Confignon,379
1,1998,0-19,6625,0,Hermance,379
2,2007,65+,6606,6,Bellevue,379
1,1998,20-64,6637,1,Russin,380
1,2001,0-19,6614,0,Choulex,382
2,1992,20-64,6637,0,Russin,382
2,2016,0-19,6625,0,Hermance,382
2,1998,0-19,6614,0,Choulex,383
2,2001,65+,6632,2,Perly-Certoux,383
2,2004,0-19,6614,0,Choulex,383
1,2004,65+,6641,12,Troinex,384
1,1998,65+,6638,9,Satigny,385
1,2016,0-19,6614,0,Choulex,385
2,2007,65+,6619,5,Corsier,385
2,2016,65+,6615,3,Collex-Bossy,385
1,1989,20-64,6635,2,Presinge,386
1,2001,0-19,6611,0,Chancy,386
1,1998,0-19,6611,0,Chancy,387
1,2007,0-19,6625,0,Hermance,387
1,2013,0-19,6625,0,Hermance,389
2,1992,0-19,6626,0,Jussy,389
2,2013,65+,6626,5,Jussy,389
1,2001,0-19,6625,0,Hermance,390
2,2013,0-19,6625,0,Hermance,390
1,1989,20-64,6637,0,Russin,391
1,2010,0-19,6614,0,Choulex,391
2,2016,0-19,6614,0,Choulex,391
1,2010,0-19,6625,0,Hermance,392
2,2013,0-19,6614,1,Choulex,392
1,2004,65+,6602,11,Anières,393
1,2007,20-64,6637,1,Russin,393
2,2019,0-19,6625,1,Hermance,393
1,2010,20-64,6624,7,Gy,396
1,2019,0-19,6609,0,Cartigny,396
2,2013,65+,6603,13,Avully,396
2,1989,65+,6618,4,Confignon,397
1,2013,0-19,6614,1,Choulex,398
1,1992,20-64,6637,0,Russin,399
1,2004,0-19,6611,0,Chancy,400
1,2007,0-19,6614,0,Choulex,401
1,2019,20-64,6624,5,Gy,403
2,2004,65+,6629,8,Meinier,403
2,2019,65+,6614,4,Choulex,404
2,1998,0-19,6604,0,Avusy,406
1,2007,65+,6641,7,Troinex,408
2,1992,0-19,6615,0,Collex-Bossy,408
1,1989,0-19,6604,0,Avusy,409
1,1992,20-64,6635,1,Presinge,411
2,1992,0-19,6604,0,Avusy,411
1,2016,20-64,6624,1,Gy,412
2,2016,65+,6626,9,Jussy,412
2,2004,0-19,6611,0,Chancy,414
2,2019,65+,6615,1,Collex-Bossy,415
1,2004,65+,6622,11,Genthod,417
2,2019,65+,6626,7,Jussy,418
1,2019,0-19,6614,0,Choulex,419
1,1989,0-19,6615,0,Collex-Bossy,421
2,1992,65+,6622,5,Genthod,421
2,1995,65+,6622,7,Genthod,421
2,2016,65+,6603,3,Avully,421
1,1995,65+,6642,14,Vandoeuvres,422
2,1992,65+,6602,9,Anières,422
1,2019,0-19,6626,0,Jussy,423
2,1989,0-19,6604,0,Avusy,423
2,2016,0-19,6626,0,Jussy,423
1,2016,0-19,6625,0,Hermance,424
2,1998,65+,6641,7,Troinex,424
1,2004,65+,6632,9,Perly-Certoux,425
2,2010,0-19,6626,0,Jussy,427
1,1995,65+,6618,7,Confignon,428
1,2019,0-19,6601,0,Aire-la-Ville,428
1,2004,0-19,6625,0,Hermance,430
2,2010,20-64,6637,1,Russin,430
2,2019,0-19,6626,0,Jussy,430
1,1992,0-19,6604,0,Avusy,431
2,1995,0-19,6604,0,Avusy,431
1,2019,0-19,6604,0,Avusy,432
2,2010,65+,6619,5,Corsier,432
2,1989,20-64,6635,4,Presinge,433
2,2019,20-64,6624,4,Gy,435
1,1998,20-64,6635,1,Presinge,436
2,2013,0-19,6601,0,Aire-la-Ville,438
1,2013,20-64,6624,1,Gy,440
2,2001,65+,6622,4,Genthod,440
1,1992,0-19,6615,0,Collex-Bossy,441
2,2019,0-19,6601,0,Aire-la-Ville,441
1,2016,0-19,6604,0,Avusy,442
2,1989,65+,6622,4,Genthod,443
1,2007,65+,6602,8,Anières,445
1,2010,65+,6636,15,Puplinge,445
1,2010,65+,6619,11,Corsier,446
2,1995,0-19,6626,0,Jussy,446
2,1998,65+,6622,8,Genthod,448
2,1989,20-64,6627,3,Laconnex,451
1,1995,20-64,6635,1,Presinge,452
2,2010,20-64,6624,3,Gy,453
2,2016,20-64,6624,1,Gy,454
1,2010,20-64,6637,3,Russin,455
1,1998,65+,6642,8,Vandoeuvres,458
1,2001,65+,6638,12,Satigny,458
1,2010,65+,6629,3,Meinier,458
2,2001,65+,6641,6,Troinex,458
1,1989,20-64,6627,1,Laconnex,459
1,2019,0-19,6625,0,Hermance,459
2,1992,65+,6642,7,Vandoeuvres,459
1,2016,0-19,6601,1,Aire-la-Ville,460
2,2013,20-64,6637,0,Russin,460
2,2004,65+,6632,9,Perly-Certoux,461
1,1989,65+,6634,13,Pregny-Chambésy,462
1,2010,65+,6602,13,Anières,463
2,1992,20-64,6635,2,Presinge,463
2,2019,65+,6603,11,Avully,465
2,2001,0-19,6604,0,Avusy,466
1,2013,0-19,6601,0,Aire-la-Ville,467
2,1995,0-19,6615,0,Collex-Bossy,467
2,1995,65+,6602,7,Anières,469
2,1998,0-19,6626,0,Jussy,469
1,2010,65+,6641,11,Troinex,470
2,2007,65+,6636,6,Puplinge,471
1,1995,0-19,6604,0,Avusy,472
1,1989,0-19,6641,0,Troinex,473
2,2007,65+,6629,6,Meinier,473
2,2010,0-19,6611,0,Chancy,474
2,2016,0-19,6601,0,Aire-la-Ville,474
1,1989,20-64,6601,1,Aire-la-Ville,475
1,2016,0-19,6626,1,Jussy,475
1,2007,0-19,6611,0,Chancy,479
2,2007,0-19,6611,0,Chancy,479
1,1992,65+,6634,9,Pregny-Chambésy,480
2,2010,0-19,6601,0,Aire-la-Ville,480
1,1989,0-19,6626,0,Jussy,481
2,2013,0-19,6626,0,Jussy,482
1,2013,0-19,6626,0,Jussy,484
2,1992,0-19,6641,0,Troinex,484
2,2004,65+,6622,3,Genthod,484
2,1989,0-19,6641,0,Troinex,485
2,2019,0-19,6604,0,Avusy,487
2,2013,20-64,6624,0,Gy,488
1,2001,20-64,6635,3,Presinge,489
1,2004,20-64,6635,0,Presinge,489
1,2010,0-19,6626,0,Jussy,490
2,1992,65+,6618,4,Confignon,490
1,2013,65+,6636,16,Puplinge,491
2,1998,20-64,6635,0,Presinge,491
1,1995,0-19,6615,0,Collex-Bossy,492
1,2010,65+,6606,5,Bellevue,492
1,2013,65+,6641,10,Troinex,492
2,2004,65+,6641,6,Troinex,492
2,2007,0-19,6601,0,Aire-la-Ville,492
1,2001,65+,6642,11,Vandoeuvres,493
2,1992,20-64,6627,1,Laconnex,494
1,1989,20-64,6639,0,Soral,495
1,1995,20-64,6627,2,Laconnex,495
1,2007,65+,6632,16,Perly-Certoux,495
2,1998,65+,6638,7,Satigny,495
2,2007,0-19,6626,0,Jussy,495
1,2007,65+,6622,9,Genthod,497
2,1998,65+,6602,8,Anières,498
1,1992,20-64,6627,1,Laconnex,500
1,1998,20-64,6627,0,Laconnex,500
1,2010,0-19,6601,0,Aire-la-Ville,500
1,2001,20-64,6627,0,Laconnex,501
2,1989,65+,6642,12,Vandoeuvres,501
1,2010,0-19,6611,0,Chancy,502
1,2016,65+,6641,21,Troinex,502
2,2013,65+,6619,6,Corsier,502
1,1992,0-19,6641,0,Troinex,504
1,2004,65+,6642,18,Vandoeuvres,504
2,2010,65+,6606,5,Bellevue,504
2,1989,20-64,6601,1,Aire-la-Ville,506
2,2004,0-19,6604,0,Avusy,507
1,2004,65+,6638,9,Satigny,508
2,1989,20-64,6639,1,Soral,509
1,2013,20-64,6637,0,Russin,510
2,2001,65+,6638,7,Satigny,510
2,2016,20-64,6637,3,Russin,510
2,1995,20-64,6627,2,Laconnex,511
2,2019,20-64,6637,4,Russin,512
1,2010,20-64,6627,2,Laconnex,513
2,2001,65+,6602,9,Anières,517
1,2013,65+,6602,12,Anières,518
1,1998,65+,6618,10,Confignon,519
1,2013,0-19,6604,0,Avusy,519
2,1995,20-64,6635,1,Presinge,522
2,2001,0-19,6626,0,Jussy,524
2,2004,0-19,6626,0,Jussy,525
1,2013,20-64,6627,3,Laconnex,526
2,2016,0-19,6604,0,Avusy,526
1,2013,65+,6619,7,Corsier,527
1,2013,65+,6629,9,Meinier,527
1,1995,65+,6634,10,Pregny-Chambésy,529
2,2001,20-64,6627,0,Laconnex,529
1,1992,20-64,6639,3,Soral,530
1,2007,0-19,6601,0,Aire-la-Ville,531
1,1998,0-19,6604,0,Avusy,532
1,2004,20-64,6627,4,Laconnex,533
1,2007,65+,6642,9,Vandoeuvres,533
2,2007,65+,6641,14,Troinex,533
1,1992,0-19,6626,0,Jussy,534
1,2010,20-64,6610,4,Céligny,534
2,2004,20-64,6635,0,Presinge,534
2,2007,65+,6622,8,Genthod,535
2,2010,20-64,6627,0,Laconnex,535
2,1998,0-19,6615,0,Collex-Bossy,537
2,2001,20-64,6635,1,Presinge,537
1,2016,65+,6636,14,Puplinge,541
2,2013,0-19,6603,1,Avully,541
1,2010,65+,6622,11,Genthod,544
1,1998,20-64,6610,0,Céligny,545
2,1998,20-64,6639,3,Soral,545
1,2019,20-64,6637,3,Russin,546
1,2019,65+,6629,12,Meinier,547
2,1998,20-64,6627,2,Laconnex,547
2,2013,0-19,6604,0,Avusy,547
1,2001,0-19,6604,0,Avusy,548
2,1995,65+,6642,11,Vandoeuvres,548
1,2016,20-64,6637,0,Russin,549
1,2013,20-64,6610,1,Céligny,551
2,1995,65+,6618,8,Confignon,552
1,1995,20-64,6639,4,Soral,554
1,2001,20-64,6610,1,Céligny,554
1,2016,65+,6629,18,Meinier,554
2,1992,20-64,6639,4,Soral,554
2,1995,20-64,6639,1,Soral,554
1,2010,0-19,6604,0,Avusy,555
2,2007,20-64,6639,1,Soral,555
2,2007,0-19,6604,0,Avusy,556
2,2010,65+,6629,12,Meinier,556
1,2016,20-64,6627,1,Laconnex,557
1,1998,20-64,6639,3,Soral,558
1,1989,0-19,6602,0,Anières,559
1,2004,0-19,6626,0,Jussy,559
1,2007,20-64,6610,4,Céligny,559
1,2010,65+,6642,9,Vandoeuvres,559
1,2019,65+,6641,16,Troinex,559
2,2004,20-64,6627,1,Laconnex,559
2,2004,20-64,6639,4,Soral,559
2,2004,65+,6602,6,Anières,559
1,1998,65+,6634,18,Pregny-Chambésy,562
1,2001,0-19,6626,0,Jussy,564
1,2016,65+,6602,9,Anières,564
1,2016,65+,6619,18,Corsier,564
1,2010,20-64,6635,1,Presinge,565
1,2013,20-64,6635,1,Presinge,567
2,2013,20-64,6627,1,Laconnex,567
2,2016,0-19,6603,0,Avully,568
2,2016,65+,6619,9,Corsier,568
2,2019,0-19,6615,0,Collex-Bossy,568
1,2007,0-19,6626,0,Jussy,569
1,1998,0-19,6615,0,Collex-Bossy,571
1,2007,20-64,6627,4,Laconnex,571
1,2013,65+,6606,18,Bellevue,571
2,1995,0-19,6619,0,Corsier,571
1,2019,20-64,6635,0,Presinge,572
2,2001,20-64,6639,3,Soral,572
2,2007,20-64,6627,0,Laconnex,572
1,2004,20-64,6610,4,Céligny,573
2,1989,0-19,6619,0,Corsier,573
2,1998,20-64,6610,3,Céligny,573
2,2010,20-64,6610,3,Céligny,575
2,2001,20-64,6610,2,Céligny,576
2,2019,0-19,6603,0,Avully,576
1,2001,20-64,6639,4,Soral,577
1,2010,65+,6632,18,Perly-Certoux,578
1,2019,65+,6636,14,Puplinge,578
2,2010,0-19,6603,0,Avully,580
2,1989,0-19,6629,1,Meinier,581
2,1992,0-19,6619,0,Corsier,581
1,2007,20-64,6635,2,Presinge,582
2,2007,20-64,6635,1,Presinge,584
2,2010,65+,6636,5,Puplinge,584
1,2016,20-64,6635,1,Presinge,585
1,2019,20-64,6627,1,Laconnex,585
1,1992,20-64,6601,0,Aire-la-Ville,586
1,2007,0-19,6604,0,Avusy,586
2,2007,65+,6632,7,Perly-Certoux,586
2,2010,65+,6602,11,Anières,586
1,1995,0-19,6641,0,Troinex,587
2,2001,0-19,6615,0,Collex-Bossy,587
2,2007,20-64,6610,0,Céligny,587
2,2013,65+,6602,12,Anières,587
2,1998,65+,6642,7,Vandoeuvres,588
2,2010,20-64,6639,4,Soral,588
2,2010,65+,6641,9,Troinex,589
1,1995,0-19,6626,0,Jussy,592
1,2004,0-19,6604,0,Avusy,592
1,2019,65+,6602,18,Anières,592
1,2019,65+,6619,17,Corsier,594
2,1992,0-19,6629,1,Meinier,594
2,2013,20-64,6610,0,Céligny,594
1,2001,65+,6618,10,Confignon,597
2,2010,0-19,6604,0,Avusy,597
1,2001,0-19,6615,0,Collex-Bossy,598
1,2007,65+,6638,22,Satigny,599
2,1995,0-19,6629,1,Meinier,599
2,2016,20-64,6627,5,Laconnex,601
1,2001,65+,6634,17,Pregny-Chambésy,603
1,1989,20-64,6610,0,Céligny,605
2,2010,20-64,6635,0,Presinge,605
2,1989,20-64,6609,0,Cartigny,607
2,2001,65+,6642,8,Vandoeuvres,609
2,2013,20-64,6635,0,Presinge,609
1,1998,0-19,6626,1,Jussy,612
2,2004,20-64,6610,1,Céligny,612
1,1989,20-64,6609,1,Cartigny,614
2,1995,20-64,6610,2,Céligny,615
1,1992,0-19,6602,0,Anières,616
1,2004,20-64,6639,2,Soral,616
2,2004,65+,6638,6,Satigny,616
2,2016,65+,6641,10,Troinex,616
1,2001,0-19,6629,0,Meinier,617
2,2001,0-19,6629,0,Meinier,617
2,2016,0-19,6615,1,Collex-Bossy,617
2,2016,20-64,6635,2,Presinge,617
1,2016,20-64,6610,5,Céligny,618
2,1995,0-19,6641,0,Troinex,618
2,1989,20-64,6625,4,Hermance,619
1,2013,65+,6642,21,Vandoeuvres,620
2,2013,65+,6606,7,Bellevue,621
1,1995,20-64,6610,1,Céligny,622
2,2019,65+,6619,16,Corsier,622
1,1992,20-64,6610,2,Céligny,623
2,2013,20-64,6639,3,Soral,623
2,2019,20-64,6635,2,Presinge,623
1,1995,20-64,6601,2,Aire-la-Ville,624
1,2007,20-64,6639,1,Soral,624
1,1995,0-19,6602,0,Anières,625
1,2013,65+,6622,14,Genthod,625
1,2019,0-19,6603,0,Avully,627
2,1989,20-64,6610,2,Céligny,627
1,1992,0-19,6619,0,Corsier,629
2,2013,0-19,6615,0,Collex-Bossy,629
2,2013,65+,6641,5,Troinex,629
1,2016,65+,6606,20,Bellevue,630
2,1998,65+,6618,7,Confignon,630
2,2007,65+,6602,6,Anières,631
1,1995,0-19,6629,0,Meinier,633
2,2019,20-64,6627,1,Laconnex,633
1,2016,0-19,6615,0,Collex-Bossy,634
1,1989,20-64,6625,1,Hermance,636
2,1992,20-64,6610,1,Céligny,636
1,2019,20-64,6610,2,Céligny,637
2,1998,0-19,6629,0,Meinier,637
2,2007,0-19,6603,0,Avully,637
2,2007,0-19,6629,0,Meinier,637
1,2004,0-19,6615,0,Collex-Bossy,638
1,2010,20-64,6639,2,Soral,638
2,2004,65+,6642,11,Vandoeuvres,640
2,2016,65+,6602,11,Anières,641
1,2004,65+,6634,10,Pregny-Chambésy,644
2,2013,65+,6629,14,Meinier,644
2,2013,0-19,6611,0,Chancy,645
1,2004,0-19,6629,0,Meinier,646
1,2013,20-64,6639,3,Soral,646
1,1989,20-64,6611,2,Chancy,647
1,1992,0-19,6629,0,Meinier,647
1,2007,0-19,6629,0,Meinier,647
2,2010,0-19,6629,1,Meinier,649
2,2010,65+,6622,16,Genthod,649
1,1998,0-19,6629,0,Meinier,651
2,1992,20-64,6601,4,Aire-la-Ville,651
1,2004,65+,6618,18,Confignon,652
1,1998,20-64,6601,6,Aire-la-Ville,653
1,2007,0-19,6615,0,Collex-Bossy,654
2,1992,0-19,6606,0,Bellevue,656
2,2019,65+,6641,9,Troinex,656
1,2019,0-19,6615,0,Collex-Bossy,657
2,1989,0-19,6606,1,Bellevue,657
1,2013,0-19,6615,2,Collex-Bossy,658
1,2013,0-19,6636,0,Puplinge,660
2,1989,20-64,6611,1,Chancy,661
2,1992,20-64,6609,1,Cartigny,661
1,2013,65+,6632,15,Perly-Certoux,663
2,2013,65+,6636,11,Puplinge,664
2,1989,0-19,6642,0,Vandoeuvres,665
1,2007,0-19,6619,0,Corsier,666
1,1989,65+,6633,12,Plan-les-Ouates,668
2,1992,0-19,6642,0,Vandoeuvres,668
2,2004,0-19,6629,0,Meinier,669
1,1995,0-19,6619,0,Corsier,670
2,1995,20-64,6601,2,Aire-la-Ville,671
2,2007,65+,6642,6,Vandoeuvres,671
1,2010,0-19,6615,0,Collex-Bossy,673
1,2016,0-19,6603,0,Avully,673
1,2004,0-19,6619,0,Corsier,674
1,1992,20-64,6609,0,Cartigny,675
2,2019,0-19,6629,0,Meinier,675
2,1992,20-64,6625,1,Hermance,676
1,1989,0-19,6629,0,Meinier,677
2,2001,20-64,6601,5,Aire-la-Ville,677
2,2019,65+,6602,11,Anières,678
2,1995,20-64,6625,5,Hermance,680
1,1995,20-64,6625,4,Hermance,681
1,2016,65+,6642,19,Vandoeuvres,681
1,1995,20-64,6609,1,Cartigny,683
1,2010,0-19,6636,0,Puplinge,684
2,2016,65+,6606,12,Bellevue,684
2,1998,20-64,6601,4,Aire-la-Ville,686
1,1998,20-64,6609,2,Cartigny,688
1,2019,65+,6642,18,Vandoeuvres,689
2,1989,0-19,6602,0,Anières,689
2,2013,0-19,6636,0,Puplinge,689
2,2016,0-19,6619,0,Corsier,690
1,2001,20-64,6601,2,Aire-la-Ville,691
2,2004,0-19,6603,0,Avully,691
1,1998,0-19,6619,0,Corsier,692
1,2019,65+,6606,10,Bellevue,694
2,2007,0-19,6615,0,Collex-Bossy,695
2,2013,0-19,6619,0,Corsier,697
2,1998,0-19,6619,0,Corsier,698
1,2007,65+,6634,18,Pregny-Chambésy,699
1,1989,0-19,6606,0,Bellevue,700
1,2001,0-19,6619,0,Corsier,700
1,2001,20-64,6625,2,Hermance,700
1,2016,0-19,6619,0,Corsier,700
2,2016,20-64,6639,1,Soral,701
2,1995,0-19,6602,0,Anières,702
2,1995,0-19,6606,1,Bellevue,702
2,1995,20-64,6609,1,Cartigny,702
1,2016,65+,6622,17,Genthod,703
2,2010,0-19,6615,0,Collex-Bossy,703
1,2007,20-64,6609,2,Cartigny,705
2,2010,0-19,6619,0,Corsier,706
2,2013,0-19,6629,0,Meinier,706
1,1992,20-64,6625,1,Hermance,707
2,2001,0-19,6603,1,Avully,707
2,1998,0-19,6603,0,Avully,708
2,2007,0-19,6619,1,Corsier,708
1,2010,65+,6638,18,Satigny,709
2,1998,20-64,6625,1,Hermance,709
1,1998,20-64,6625,1,Hermance,710
2,2004,0-19,6619,0,Corsier,710
2,2001,0-19,6619,0,Corsier,711
2,2016,65+,6636,13,Puplinge,711
1,1989,20-64,6614,1,Choulex,712
1,2010,0-19,6619,0,Corsier,712
2,1998,20-64,6609,2,Cartigny,712
2,2010,65+,6642,8,Vandoeuvres,712
2,2016,65+,6629,7,Meinier,713
2,2016,65+,6642,15,Vandoeuvres,715
2,2007,65+,6638,12,Satigny,716
2,2010,0-19,6636,0,Puplinge,717
1,2010,0-19,6629,0,Meinier,718
1,1989,0-19,6619,0,Corsier,720
2,1989,65+,6634,8,Pregny-Chambésy,720
2,1992,0-19,6602,0,Anières,720
1,2013,0-19,6603,0,Avully,721
1,2016,20-64,6639,1,Soral,721
1,2016,65+,6632,17,Perly-Certoux,724
1,2010,0-19,6603,0,Avully,725
2,2004,0-19,6615,0,Collex-Bossy,725
2,1998,0-19,6606,0,Bellevue,726
2,2016,0-19,6629,0,Meinier,726
2,1995,0-19,6642,0,Vandoeuvres,727
1,2004,20-64,6609,3,Cartigny,729
1,2013,0-19,6619,0,Corsier,729
2,2001,20-64,6625,2,Hermance,729
2,2013,65+,6642,9,Vandoeuvres,730
