gender,period,cat_age_map,gnr,nbcas,geo_unit_name,pop
2,2016,0-19,6633,0,Plan-les-Ouates,4138
1,2013,20-64,6617,15,Cologny,4154
1,2004,0-19,6633,1,Plan-les-Ouates,4156
2,2019,0-19,6612,0,Chêne-Bougeries,4181
1,2010,65+,6631,107,Onex,4193
2,2010,65+,6640,68,Thônex,4197
2,1998,0-19,6640,2,Thônex,4204
2,1992,20-64,6617,16,Cologny,4255
2,2007,65+,6612,59,Chêne-Bougeries,4256
2,1998,65+,6608,70,Carouge,4280
1,2016,0-19,6633,3,Plan-les-Ouates,4292
2,2007,0-19,6633,1,Plan-les-Ouates,4311
1,1995,0-19,6644,0,Versoix,4332
2,1995,20-64,6617,9,Cologny,4351
2,1998,20-64,6617,11,Cologny,4367
2,2013,0-19,6633,0,Plan-les-Ouates,4367
2,1998,0-19,6644,0,Versoix,4370
1,2013,0-19,6633,1,Plan-les-Ouates,4390
1,1998,65+,6643,131,Vernier,4393
2,2010,20-64,6617,10,Cologny,4398
1,2016,20-64,6617,11,Cologny,4412
2,2007,20-64,6617,26,Cologny,4415
2,2010,0-19,6633,0,Plan-les-Ouates,4429
2,2001,65+,6608,64,Carouge,4439
1,2013,65+,6631,86,Onex,4441
2,2013,65+,6640,70,Thônex,4441
2,2016,0-19,6640,0,Thônex,4454
1,2016,0-19,6640,1,Thônex,4478
1,2019,65+,6631,108,Onex,4489
1,1998,0-19,6640,0,Thônex,4496
1,2016,65+,6631,129,Onex,4525
2,2004,65+,6608,72,Carouge,4534
2,2019,0-19,6640,4,Thônex,4535
2,2001,65+,6631,66,Onex,4541
2,2004,20-64,6617,25,Cologny,4559
2,2010,65+,6612,69,Chêne-Bougeries,4559
1,2010,0-19,6633,0,Plan-les-Ouates,4562
1,2007,0-19,6633,1,Plan-les-Ouates,4563
2,2016,65+,6640,64,Thônex,4583
1,1989,0-19,6608,0,Carouge,4584
1,2019,0-19,6612,1,Chêne-Bougeries,4588
2,1989,0-19,6608,0,Carouge,4608
1,2019,20-64,6617,15,Cologny,4612
1,1998,65+,6628,99,Lancy,4618
2,2001,20-64,6617,25,Cologny,4618
2,2013,0-19,6640,0,Thônex,4633
1,2019,0-19,6640,0,Thônex,4644
1,2013,0-19,6640,0,Thônex,4649
2,2013,20-64,6617,16,Cologny,4683
1,1989,20-64,6633,19,Plan-les-Ouates,4703
2,1989,20-64,6633,14,Plan-les-Ouates,4716
1,1998,0-19,6644,0,Versoix,4726
2,2007,65+,6608,66,Carouge,4737
2,2010,0-19,6640,1,Thônex,4760
2,2019,0-19,6644,1,Versoix,4769
2,2001,0-19,6644,0,Versoix,4780
2,2001,0-19,6640,1,Thônex,4786
1,2010,0-19,6640,2,Thônex,4804
2,2019,65+,6640,63,Thônex,4819
2,2013,65+,6612,110,Chêne-Bougeries,4863
2,2016,0-19,6644,0,Versoix,4867
2,1992,20-64,6633,16,Plan-les-Ouates,4869
2,2007,0-19,6640,0,Thônex,4869
1,1992,20-64,6633,15,Plan-les-Ouates,4874
1,2007,0-19,6640,1,Thônex,4874
1,2001,0-19,6644,0,Versoix,4878
2,2019,65+,6612,87,Chêne-Bougeries,4880
1,2001,65+,6643,118,Vernier,4895
2,2016,20-64,6617,16,Cologny,4922
2,2004,0-19,6640,1,Thônex,4937
2,2016,65+,6612,108,Chêne-Bougeries,4942
2,1989,65+,6628,59,Lancy,4956
1,2004,0-19,6640,0,Thônex,4992
1,2001,0-19,6640,0,Thônex,5045
2,1992,0-19,6608,1,Carouge,5056
1,2001,65+,6628,150,Lancy,5060
2,2013,0-19,6644,0,Versoix,5063
2,1992,0-19,6631,1,Onex,5091
2,2004,65+,6631,74,Onex,5097
2,2010,65+,6608,80,Carouge,5113
2,2004,0-19,6644,3,Versoix,5138
2,2019,20-64,6617,17,Cologny,5162
1,1992,0-19,6608,2,Carouge,5180
1,2004,65+,6643,118,Vernier,5243
1,1992,0-19,6631,0,Onex,5250
1,2019,0-19,6644,0,Versoix,5256
1,1995,20-64,6633,13,Plan-les-Ouates,5280
1,2004,0-19,6644,1,Versoix,5291
2,1989,0-19,6631,2,Onex,5298
1,2016,0-19,6644,2,Versoix,5334
2,2013,65+,6608,87,Carouge,5342
2,2010,0-19,6644,0,Versoix,5345
2,1995,0-19,6608,0,Carouge,5356
2,1992,65+,6628,68,Lancy,5363
2,1995,0-19,6631,0,Onex,5365
2,1998,0-19,6608,3,Carouge,5417
2,2007,0-19,6644,0,Versoix,5427
2,1995,20-64,6633,12,Plan-les-Ouates,5434
2,1989,65+,6643,85,Vernier,5438
1,2013,0-19,6644,1,Versoix,5440
1,2004,65+,6628,159,Lancy,5465
1,1995,0-19,6631,0,Onex,5467
1,1995,0-19,6608,0,Carouge,5469
1,1989,0-19,6631,1,Onex,5481
1,1998,0-19,6608,3,Carouge,5482
1,1998,0-19,6631,0,Onex,5518
1,2010,0-19,6644,1,Versoix,5530
2,1998,0-19,6631,1,Onex,5535
2,2016,65+,6608,110,Carouge,5537
1,2007,0-19,6644,1,Versoix,5595
2,2007,65+,6631,77,Onex,5606
2,2001,0-19,6631,1,Onex,5616
2,1992,65+,6643,64,Vernier,5660
1,1998,20-64,6633,23,Plan-les-Ouates,5712
2,2007,0-19,6631,3,Onex,5765
1,2001,0-19,6631,1,Onex,5789
2,2001,0-19,6608,1,Carouge,5789
2,2010,0-19,6631,3,Onex,5802
1,1989,20-64,6613,19,Chêne-Bourg,5837
2,2004,0-19,6631,1,Onex,5849
1,2007,65+,6628,146,Lancy,5850
1,2001,0-19,6608,1,Carouge,5851
1,2007,65+,6643,142,Vernier,5859
2,2013,0-19,6631,0,Onex,5859
2,2019,65+,6608,111,Carouge,5860
2,1995,65+,6628,67,Lancy,5882
1,1995,20-64,6613,24,Chêne-Bourg,5898
2,1995,65+,6643,59,Vernier,5914
1,2007,0-19,6631,1,Onex,5916
1,1992,20-64,6613,18,Chêne-Bourg,5930
1,2004,0-19,6631,2,Onex,5934
2,1998,20-64,6633,24,Plan-les-Ouates,5954
2,2010,65+,6631,92,Onex,5978
2,2004,0-19,6608,1,Carouge,6004
1,2010,0-19,6631,2,Onex,6014
1,2004,0-19,6608,1,Carouge,6058
2,2016,0-19,6631,3,Onex,6077
1,2013,0-19,6631,2,Onex,6126
2,2007,0-19,6608,2,Carouge,6158
2,2019,0-19,6631,1,Onex,6162
1,2007,0-19,6608,2,Carouge,6182
2,1998,65+,6643,75,Vernier,6189
1,2019,0-19,6631,0,Onex,6203
1,2010,65+,6628,168,Lancy,6220
1,1998,20-64,6613,21,Chêne-Bourg,6242
2,1989,20-64,6613,15,Chêne-Bourg,6262
1,2010,65+,6643,176,Vernier,6334
2,2010,0-19,6608,0,Carouge,6334
1,2010,0-19,6608,2,Carouge,6339
1,2016,0-19,6631,0,Onex,6364
2,1992,20-64,6613,17,Chêne-Bourg,6371
2,1998,65+,6628,77,Lancy,6404
1,2016,65+,6628,183,Lancy,6406
2,2013,65+,6631,82,Onex,6441
1,2013,65+,6628,166,Lancy,6460
2,1995,20-64,6613,19,Chêne-Bourg,6485
2,2019,65+,6631,95,Onex,6490
2,2013,0-19,6608,1,Carouge,6500
2,2016,65+,6631,102,Onex,6520
2,2001,65+,6643,92,Vernier,6602
1,2019,65+,6628,150,Lancy,6628
1,2013,65+,6643,156,Vernier,6638
1,2001,20-64,6633,25,Plan-les-Ouates,6647
1,2013,0-19,6608,1,Carouge,6652
1,2016,65+,6643,168,Vernier,6725
1,2001,20-64,6613,26,Chêne-Bourg,6746
2,2001,65+,6628,80,Lancy,6882
2,2019,0-19,6608,1,Carouge,6888
2,2016,0-19,6608,1,Carouge,6960
1,2019,65+,6643,175,Vernier,6983
2,2004,65+,6643,85,Vernier,7006
2,2001,20-64,6633,38,Plan-les-Ouates,7009
1,2004,20-64,6613,31,Chêne-Bourg,7028
2,1998,20-64,6613,22,Chêne-Bourg,7031
1,2007,20-64,6613,31,Chêne-Bourg,7071
1,2019,0-19,6608,3,Carouge,7170
1,2010,20-64,6613,21,Chêne-Bourg,7263
1,2016,0-19,6608,1,Carouge,7272
2,2004,65+,6628,102,Lancy,7412
2,1992,0-19,6628,0,Lancy,7482
1,2013,20-64,6613,17,Chêne-Bourg,7498
2,1989,0-19,6628,2,Lancy,7541
1,2004,20-64,6633,18,Plan-les-Ouates,7569
2,2004,20-64,6613,22,Chêne-Bourg,7605
2,2001,20-64,6613,31,Chêne-Bourg,7608
2,2007,65+,6643,105,Vernier,7697
2,2007,20-64,6613,29,Chêne-Bourg,7761
1,1992,0-19,6628,2,Lancy,7769
1,2016,20-64,6613,34,Chêne-Bourg,7797
1,1989,0-19,6628,2,Lancy,7845
1,1998,20-64,6612,29,Chêne-Bougeries,7935
2,2007,65+,6628,117,Lancy,7954
1,2019,20-64,6613,18,Chêne-Bourg,7957
1,1995,20-64,6607,24,Bernex,7964
2,1995,0-19,6628,0,Lancy,7993
2,2010,20-64,6613,30,Chêne-Bourg,8017
1,2001,20-64,6612,24,Chêne-Bougeries,8018
1,1995,20-64,6612,39,Chêne-Bougeries,8021
1,1998,20-64,6607,26,Bernex,8044
1,1989,20-64,6644,17,Versoix,8105
1,1992,20-64,6612,21,Chêne-Bougeries,8114
1,1989,20-64,6607,17,Bernex,8136
2,2013,20-64,6613,26,Chêne-Bourg,8168
1,1992,20-64,6607,24,Bernex,8178
1,1989,20-64,6612,25,Chêne-Bougeries,8188
1,2004,20-64,6612,29,Chêne-Bougeries,8190
1,2007,20-64,6633,25,Plan-les-Ouates,8194
2,2004,20-64,6633,22,Plan-les-Ouates,8205
2,2010,65+,6643,117,Vernier,8216
1,2007,20-64,6612,45,Chêne-Bougeries,8237
2,1995,20-64,6607,30,Bernex,8310
2,1998,0-19,6628,0,Lancy,8364
1,2010,20-64,6612,23,Chêne-Bougeries,8376
1,1992,20-64,6644,27,Versoix,8385
2,2016,20-64,6613,27,Chêne-Bourg,8400
2,1998,20-64,6607,33,Bernex,8432
2,2019,20-64,6613,29,Chêne-Bourg,8450
2,1992,20-64,6607,21,Bernex,8451
1,2001,20-64,6607,27,Bernex,8484
1,1995,0-19,6628,1,Lancy,8490
1,2007,20-64,6607,37,Bernex,8508
2,1989,20-64,6607,22,Bernex,8517
1,2004,20-64,6607,37,Bernex,8577
1,2010,20-64,6633,28,Plan-les-Ouates,8627
2,2010,65+,6628,136,Lancy,8636
1,1995,20-64,6644,25,Versoix,8646
2,2001,0-19,6628,2,Lancy,8678
2,2013,65+,6643,144,Vernier,8690
2,2007,20-64,6612,41,Chêne-Bougeries,8712
1,2010,20-64,6607,27,Bernex,8717
2,2001,20-64,6607,43,Bernex,8721
2,1989,20-64,6644,27,Versoix,8732
2,2010,20-64,6612,33,Chêne-Bougeries,8754
1,2013,20-64,6612,23,Chêne-Bougeries,8820
1,1998,0-19,6628,3,Lancy,8868
2,2010,20-64,6607,29,Bernex,8906
1,2013,20-64,6607,32,Bernex,8907
1,2013,20-64,6633,28,Plan-les-Ouates,8914
2,2016,65+,6643,143,Vernier,8919
2,2001,20-64,6612,44,Chêne-Bougeries,8926
2,2013,20-64,6607,42,Bernex,8946
2,2004,20-64,6607,28,Bernex,8955
2,2013,65+,6628,133,Lancy,8968
2,2016,65+,6628,151,Lancy,8970
2,2004,20-64,6612,37,Chêne-Bougeries,8978
2,1998,20-64,6612,42,Chêne-Bougeries,8983
2,2019,20-64,6607,44,Bernex,8988
1,2016,20-64,6607,38,Bernex,8992
1,1998,20-64,6644,25,Versoix,9010
2,2007,20-64,6633,29,Plan-les-Ouates,9019
2,2007,20-64,6607,33,Bernex,9026
2,2016,20-64,6607,30,Bernex,9030
2,2019,65+,6643,147,Vernier,9102
2,2019,65+,6628,163,Lancy,9114
2,1992,20-64,6644,34,Versoix,9153
1,2019,20-64,6607,29,Bernex,9176
2,2004,0-19,6628,1,Lancy,9195
2,1995,20-64,6612,29,Chêne-Bougeries,9199
2,2013,20-64,6612,27,Chêne-Bougeries,9216
1,2001,0-19,6628,2,Lancy,9231
2,2010,20-64,6633,29,Plan-les-Ouates,9279
2,1989,20-64,6612,35,Chêne-Bougeries,9300
2,2013,20-64,6633,56,Plan-les-Ouates,9333
2,1992,20-64,6612,36,Chêne-Bougeries,9339
1,2016,20-64,6633,30,Plan-les-Ouates,9416
1,2001,20-64,6644,39,Versoix,9524
2,2007,0-19,6628,2,Lancy,9560
1,2016,20-64,6612,43,Chêne-Bougeries,9568
2,1995,20-64,6644,30,Versoix,9568
1,2004,0-19,6628,1,Lancy,9637
2,2016,20-64,6633,31,Plan-les-Ouates,9768
1,1989,20-64,6640,31,Thônex,9776
2,2010,0-19,6628,4,Lancy,9856
1,2007,0-19,6628,1,Lancy,9897
1,2019,20-64,6633,20,Plan-les-Ouates,9901
2,2016,20-64,6612,37,Chêne-Bougeries,10005
2,1992,0-19,6643,0,Vernier,10008
1,2010,0-19,6628,0,Lancy,10125
2,1998,20-64,6644,51,Versoix,10143
1,2004,20-64,6644,36,Versoix,10206
1,1995,20-64,6640,26,Thônex,10221
2,2019,20-64,6633,42,Plan-les-Ouates,10221
2,1989,0-19,6643,0,Vernier,10238
1,1998,20-64,6640,34,Thônex,10389
1,1992,20-64,6640,35,Thônex,10439
2,1989,20-64,6640,26,Thônex,10474
1,2019,20-64,6612,35,Chêne-Bougeries,10477
1,1989,0-19,6643,2,Vernier,10490
1,1992,0-19,6643,1,Vernier,10496
2,2013,0-19,6628,1,Lancy,10537
2,2001,20-64,6644,36,Versoix,10538
2,1995,20-64,6640,38,Thônex,10700
1,2013,0-19,6628,2,Lancy,10736
2,1995,0-19,6643,1,Vernier,10826
1,2007,20-64,6644,32,Versoix,10875
2,1992,20-64,6640,43,Thônex,10914
2,1998,0-19,6643,1,Vernier,10993
2,2019,20-64,6612,51,Chêne-Bougeries,10998
1,1998,0-19,6643,1,Vernier,11014
1,2010,20-64,6644,32,Versoix,11037
1,1995,0-19,6643,2,Vernier,11078
2,1998,20-64,6640,36,Thônex,11105
2,2004,20-64,6644,52,Versoix,11121
2,2016,0-19,6628,3,Lancy,11165
2,2001,0-19,6643,1,Vernier,11169
1,2013,20-64,6644,29,Versoix,11191
2,2004,0-19,6643,1,Vernier,11210
1,2001,20-64,6640,39,Thônex,11214
2,2019,0-19,6643,3,Vernier,11336
1,2016,20-64,6644,28,Versoix,11365
1,2019,20-64,6644,32,Versoix,11370
1,2016,0-19,6628,2,Lancy,11375
1,2004,20-64,6640,53,Thônex,11417
1,2007,20-64,6640,51,Thônex,11521
2,2007,0-19,6643,0,Vernier,11550
2,2016,0-19,6643,2,Vernier,11581
2,2010,0-19,6643,2,Vernier,11656
2,2019,0-19,6628,3,Lancy,11746
2,2013,0-19,6643,2,Vernier,11769
2,2007,20-64,6644,45,Versoix,11837
1,2010,20-64,6640,47,Thônex,11883
1,2001,0-19,6643,1,Vernier,11901
1,2007,0-19,6643,1,Vernier,12059
1,2019,0-19,6628,5,Lancy,12069
2,2010,20-64,6644,59,Versoix,12082
1,2010,0-19,6643,3,Vernier,12089
1,2004,0-19,6643,2,Vernier,12151
1,2016,0-19,6643,1,Vernier,12188
2,2007,20-64,6640,55,Thônex,12230
1,2019,0-19,6643,5,Vernier,12235
2,2013,20-64,6644,45,Versoix,12244
2,2010,20-64,6640,42,Thônex,12291
2,2001,20-64,6640,51,Thônex,12296
2,2004,20-64,6640,47,Thônex,12297
2,2016,20-64,6644,45,Versoix,12300
2,2019,20-64,6644,54,Versoix,12339
1,2013,20-64,6640,32,Thônex,12361
1,2013,0-19,6643,1,Vernier,12430
1,2016,20-64,6640,45,Thônex,12613
2,2013,20-64,6640,47,Thônex,12747
2,2016,20-64,6640,53,Thônex,13006
1,2019,20-64,6640,42,Thônex,13129
2,2019,20-64,6640,62,Thônex,13335
1,1992,20-64,6631,75,Onex,14791
1,1998,20-64,6631,53,Onex,14816
1,1995,20-64,6631,52,Onex,14858
1,1989,20-64,6608,57,Carouge,15034
1,2007,20-64,6631,62,Onex,15081
1,2001,20-64,6631,61,Onex,15084
1,1989,20-64,6631,55,Onex,15284
2,1989,20-64,6608,43,Carouge,15410
1,2010,20-64,6631,57,Onex,15430
1,2004,20-64,6631,75,Onex,15466
2,2007,20-64,6631,57,Onex,15771
1,2013,20-64,6631,67,Onex,15839
1,1992,20-64,6608,50,Carouge,15884
2,2010,20-64,6631,49,Onex,15914
1,1995,20-64,6608,69,Carouge,15930
2,1998,20-64,6631,51,Onex,16169
2,2001,20-64,6631,63,Onex,16198
2,2004,20-64,6631,53,Onex,16212
1,1998,20-64,6608,59,Carouge,16238
2,1995,20-64,6631,51,Onex,16277
2,1992,20-64,6631,59,Onex,16348
1,2016,20-64,6631,45,Onex,16434
2,2013,20-64,6631,58,Onex,16436
2,1992,20-64,6608,65,Carouge,16560
2,1989,20-64,6631,38,Onex,16571
1,2019,20-64,6631,59,Onex,16745
2,1995,20-64,6608,69,Carouge,16765
2,2019,20-64,6631,63,Onex,16890
2,2016,20-64,6631,51,Onex,16924
2,1998,20-64,6608,73,Carouge,16975
1,2001,20-64,6608,60,Carouge,17488
2,2001,20-64,6608,74,Carouge,18095
1,2004,20-64,6608,53,Carouge,18284
1,2007,20-64,6608,52,Carouge,18634
2,2004,20-64,6608,64,Carouge,19049
1,2010,20-64,6608,51,Carouge,19400
2,2007,20-64,6608,56,Carouge,19454
2,2010,20-64,6608,81,Carouge,20174
1,2013,20-64,6608,73,Carouge,20521
2,2013,20-64,6608,68,Carouge,21176
1,2016,20-64,6608,105,Carouge,21639
1,2019,20-64,6608,70,Carouge,21881
2,2016,20-64,6608,97,Carouge,22408
1,1989,20-64,6628,69,Lancy,22533
1,1992,20-64,6628,63,Lancy,22586
2,2019,20-64,6608,103,Carouge,22910
1,1998,20-64,6628,86,Lancy,23478
1,1995,20-64,6628,85,Lancy,23646
1,2001,20-64,6628,83,Lancy,23684
2,1989,20-64,6628,61,Lancy,23797
2,1992,20-64,6628,63,Lancy,24151
1,2004,20-64,6628,97,Lancy,24307
1,2007,20-64,6628,81,Lancy,24676
2,1998,20-64,6628,73,Lancy,24984
2,2001,20-64,6628,110,Lancy,25372
2,1995,20-64,6628,85,Lancy,25448
1,2010,20-64,6628,80,Lancy,25455
2,2004,20-64,6628,116,Lancy,25597
2,2007,20-64,6628,101,Lancy,25685
2,2010,20-64,6628,91,Lancy,26440
1,1995,20-64,6643,82,Vernier,27012
1,1998,20-64,6643,86,Vernier,27116
1,1992,20-64,6643,75,Vernier,27226
1,2013,20-64,6628,83,Lancy,27445
2,1998,20-64,6643,91,Vernier,27544
2,1992,20-64,6643,72,Vernier,27616
1,1989,20-64,6643,75,Vernier,27655
2,1989,20-64,6643,74,Vernier,27810
2,1995,20-64,6643,85,Vernier,27964
2,2013,20-64,6628,85,Lancy,28040
2,2001,20-64,6643,83,Vernier,28216
1,2001,20-64,6643,73,Vernier,28473
2,2004,20-64,6643,108,Vernier,28938
1,2016,20-64,6628,88,Lancy,29012
1,2004,20-64,6643,109,Vernier,29502
2,2007,20-64,6643,98,Vernier,29761
1,1989,65+,6621,827,Genève,29774
2,2016,20-64,6628,82,Lancy,29872
1,1992,65+,6621,774,Genève,30152
1,2019,20-64,6628,114,Lancy,30603
1,2007,20-64,6643,113,Vernier,30631
1,1995,65+,6621,827,Genève,30706
1,1998,65+,6621,830,Genève,31216
2,2010,20-64,6643,116,Vernier,31284
2,2019,20-64,6628,112,Lancy,31675
1,2010,20-64,6643,106,Vernier,31933
1,2001,65+,6621,921,Genève,32085
2,2013,20-64,6643,116,Vernier,32467
2,2016,20-64,6643,77,Vernier,32642
2,2019,20-64,6643,106,Vernier,32688
1,2004,65+,6621,828,Genève,33035
1,2013,20-64,6643,108,Vernier,33235
1,2019,20-64,6643,121,Vernier,33825
1,2016,20-64,6643,91,Vernier,33838
1,2007,65+,6621,882,Genève,34371
1,2010,65+,6621,857,Genève,36362
1,2013,65+,6621,923,Genève,38185
1,2016,65+,6621,957,Genève,39287
1,2019,65+,6621,941,Genève,40242
2,1989,0-19,6621,7,Genève,44314
1,1989,0-19,6621,8,Genève,45487
2,1992,0-19,6621,6,Genève,47181
2,1998,0-19,6621,7,Genève,47714
2,1995,0-19,6621,6,Genève,47962
1,1992,0-19,6621,13,Genève,48475
2,2001,0-19,6621,7,Genève,48610
2,2004,0-19,6621,9,Genève,48879
2,2007,0-19,6621,5,Genève,49146
1,1998,0-19,6621,11,Genève,49310
1,1995,0-19,6621,8,Genève,49316
2,2010,0-19,6621,6,Genève,49877
1,2001,0-19,6621,7,Genève,50243
2,2013,0-19,6621,8,Genève,50698
1,2004,0-19,6621,6,Genève,50749
1,2007,0-19,6621,3,Genève,51757
2,2016,0-19,6621,10,Genève,52088
1,2010,0-19,6621,12,Genève,52147
2,2019,0-19,6621,13,Genève,52624
1,2013,0-19,6621,14,Genève,53214
2,2004,65+,6621,778,Genève,53506
2,2001,65+,6621,829,Genève,53628
2,1998,65+,6621,853,Genève,53942
2,1989,65+,6621,806,Genève,54030
1,2016,0-19,6621,14,Genève,54320
2,1995,65+,6621,775,Genève,54337
2,1992,65+,6621,812,Genève,54528
2,2007,65+,6621,840,Genève,54529
1,2019,0-19,6621,12,Genève,54996
2,2010,65+,6621,940,Genève,55830
2,2013,65+,6621,893,Genève,57264
2,2016,65+,6621,871,Genève,57763
2,2019,65+,6621,826,Genève,58041
1,1989,20-64,6621,449,Genève,163737
1,1992,20-64,6621,456,Genève,165500
1,1995,20-64,6621,450,Genève,165926
1,1998,20-64,6621,555,Genève,167820
2,1989,20-64,6621,496,Genève,175003
1,2001,20-64,6621,550,Genève,175401
2,1992,20-64,6621,490,Genève,176614
2,1995,20-64,6621,506,Genève,177637
2,1998,20-64,6621,608,Genève,179335
1,2004,20-64,6621,600,Genève,179947
1,2007,20-64,6621,610,Genève,182304
2,2001,20-64,6621,654,Genève,186788
1,2010,20-64,6621,595,Genève,187483
2,2004,20-64,6621,629,Genève,190331
2,2007,20-64,6621,621,Genève,191000
1,2013,20-64,6621,540,Genève,193328
2,2010,20-64,6621,644,Genève,194775
1,2016,20-64,6621,581,Genève,198252
2,2013,20-64,6621,655,Genève,200010
1,2019,20-64,6621,560,Genève,200564
2,2016,20-64,6621,620,Genève,204936
2,2019,20-64,6621,615,Genève,208696
